id,lemma,pronunciation,transliteration,definition,derivation,strongsNumber,englishWord
7127,קְרֵב,ker-abe',qᵉrêb,"{to approach (causatively, bring near) for whatever purpose}",(Aramaic) corresponding to H7126 (קָרַב),H7127,"approach, come (near, nigh), draw near."
7128,קְרָב,ker-awb',qᵉrâb,hostile encounter,from H7126 (קָרַב);,H7128,"battle, war."
7129,קְרָב,ker-awb',qᵉrâb,{hostile encounter},(Aramaic) corresponding to H7128 (קְרָב),H7129,war.
7130,קֶרֶב,keh'-reb,qereb,"properly, the nearest part, i.e. the center, whether literal, figurative or adverbial (especially with preposition)",from H7126 (קָרַב);,H7130,"[idiom] among, [idiom] before, bowels, [idiom] unto charge, [phrase] eat (up), [idiom] heart, [idiom] him, [idiom] in, inward ([idiom] -ly, part, -s, thought), midst, [phrase] out of, purtenance, [idiom] therein, [idiom] through, [idiom] within self."
7131,קָרֵב,kaw-rabe',qârêb,near,from H7126 (קָרַב);,H7131,"approach, come (near, nigh), draw near."
7132,קְרָבָה,ker-aw-baw',qᵉrâbâh,approach,from H7126 (קָרַב);,H7132,"approaching, draw near."
7133,קׇרְבָּן,kor-bawn',qorbân,"something brought near the altar, i.e. a sacrificial present",or קֻרְבָּן; from H7126 (קָרַב);,H7133,"oblation, that is offered, offering."
7134,קַרְדֹּם,kar-dome',qardôm,an axe,perhaps from H6923 (קָדַם) in the sense of striking upon;,H7134,ax.
7135,קָרָה,kaw-raw',qârâh,coolness,feminine of H7119 (קַר);,H7135,cold.
7136,קָרָה,kaw-raw',qârâh,"to light upon (chiefly by accident); causatively, to bring about; specifically, to impose timbers (for roof or floor)",a primitive root;,H7136,"appoint, lay (make) beams, befall, bring, come (to pass unto), floor, (hap) was, happen (unto), meet, send good speed."
7137,קָרֶה,kaw-reh',qâreh,"an (unfortunate) occurrence, i.e. some accidental (ceremonial) disqualification",from H7136 (קָרָה);,H7137,uncleanness that chanceth.
7138,קָרוֹב,kaw-robe',qârôwb,"near (in place, kindred or time)",or קָרֹב; from H7126 (קָרַב);,H7138,"allied, approach, at hand, [phrase] any of kin, kinsfold(-sman), (that is) near (of kin), neighbour, (that is) next, (them that come) nigh (at hand), more ready, short(-ly)."
7139,קָרַח,kaw-rakh',qârach,to depilate,a primitive root;,H7139,make (self) bald.
7140,קֶרַח,keh'-rakh,qerach,"ice (as if bald, i.e. smooth); hence, hail; by resemblance, rock crystal",or קֹרַח; from H7139 (קָרַח);,H7140,"crystal, frost, ice."
7141,קֹרַח,ko'rakh,Qôrach,"Korach, the name of two Edomites and three Israelites",from H7139 (קָרַח); ice;,H7141,Korah.
7142,קֵרֵחַ,kay-ray'-akh,qêrêach,bald (on the back of the head),from H7139 (קָרַח);,H7142,bald (head).
7143,קָרֵחַ,kaw-ray'-akh,Qârêach,"Kareach, an Israelite",from H7139 (קָרַח); bald;,H7143,"Careah, Kareah."
7144,קׇרְחָה,kor-khaw',qorchâh,baldness,"or קׇרְחָא; (Ezekiel 27:31), from H7139 (קָרַח);",H7144,"bald(-ness), [idiom] utterly."
7145,קׇרְחִי,kor-khee',Qorchîy,a Korchite (collectively) or descendants of Korach,patronymic from H7141 (קֹרַח);,H7145,"Korahite, Korathite, sons of Kore, Korhite."
7146,קָרַחַת,kaw-rakh'-ath,qârachath,"a bald spot (on the back of the head); figuratively, a threadbare spot (on the back side of the cloth)",from H7139 (קָרַח);,H7146,"bald head, bare within."
7147,קְרִי,ker-ee',qᵉrîy,hostile encounter,from H7136 (קָרָה);,H7147,contrary.
7148,קָרִיא,kaw-ree',qârîyʼ,"called, i.e. select",from H7121 (קָרָא);,H7148,"famous, renowned."
7149,קִרְיָא,keer-yaw',qiryâʼ,{building; a city},"(Aramaic) or קִרְיָה; (Aramaic), corresponding to H7151 (קִרְיָה)",H7149,city.
7150,קְרִיאָה,ker-ee-aw',qᵉrîyʼâh,a proclamation,from H7121 (קָרָא);,H7150,preaching.
7151,קִרְיָה,kir-yaw',qiryâh,building; a city,"from H7136 (קָרָה) in the sense of flooring, i.e.",H7151,city.
7152,קְרִיּוֹת,ker-ee-yoth',Qᵉrîyôwth,"Kerioth, the name of two places in Palestine",plural of H7151 (קִרְיָה); buildings;,H7152,"Kerioth, Kirioth."
7153,קִרְיַת אַרְבַּע,keer-yath' ar-bah',Qiryath ʼArbaʻ,"Kirjath-Arba or Kirjath-ha-Arba, a place in Palestine","or (with the article interposed) קִרְיַת הָאַרְבַּע; (Nehemiah 11:25), from H7151 (קִרְיָה) and H704 (אַרְבַּע) or H702 (אַרְבַּע); city of Arba, or city of the four (giants);",H7153,Kirjath-arba.
7154,קִרְיַת בַּעַל,keer-yath' bah'-al,Qiryath Baʻal,"Kirjath-Baal, a place in Palestine",from H7151 (קִרְיָה) and H1168 (בַּעַל); city of Baal;,H7154,Kirjathbaal.
7155,קִרְיַת חֻצוֹת,keer-yath' khoo-tsoth',Qiryath Chutsôwth,"Kirjath-Chutsoth, a place in Moab",from H7151 (קִרְיָה) and the feminine plural of H2351 (חוּץ); city of streets;,H7155,Kirjath-huzoth.
7156,קִרְיָתַיִם,keer-yaw-thah'-yim,Qiryâthayim,"Kirjathaim, the name of two placed in Palestine",dual of H7151 (קִרְיָה); double city;,H7156,"Kiriathaim, Kirjathaim."
7157,קִרְיַת יְעָרִים,keer-yath' yeh-aw-reem',Qiryath Yᵉʻârîym,"Kirjath-Jearim or Kirjath-Arim, a place in Palestine","or (Jeremiah 26:20) with the article interposed; or (Joshua 18:28) simply the former part of the word; or קִרְיַת עָרִים; from H7151 (קִרְיָה) and the plural of H3293 (יַעַר) or H5892 (עִיר); city of forests, or city of towns;",H7157,"Kirjath, Kirjath-jearim, Kirjath-arim."
7158,קִרְיַת סַנָּה,keer-yath' san-naw',Qiryath Çannâh,"Kirjath-Sannah or Kirjath-Sepher, a place in Palestine","or קִרְיַת סֵפֶר; from H7151 (קִרְיָה) and a simpler feminine from the same as H5577 (סַנְסִן), or (for the latter name) H5612 (סֵפֶר); city of branches, or of a book;",H7158,"Kirjath-sannah, Kirjath-sepher."
7159,קָרַם,kaw-ram',qâram,to cover,a primitive root;,H7159,cover.
7160,קָרַן,kaw-ran',qâran,"to shoot out horns; figuratively, rays","a primitive root; to push or gore; used only as denominative from H7161 (קֶרֶן),",H7160,"have horns, shine."
7161,קֶרֶן,keh'-ren,qeren,"a horn (as projecting); by implication, a flask, cornet; by resemblance. an elephant's tooth (i.e. ivory), a corner (of the altar), a peak (of a mountain), a ray (of light); figuratively, power",from H7160 (קָרַן);,H7161,"[idiom] hill, horn."
7162,קֶרֶן,keh'-ren,qeren,a horn (literally or for sound),(Aramaic) corresponding to H7161 (קֶרֶן);,H7162,"horn, cornet."
7163,קֶרֶן הַפּוּךְ,keh'-ren hap-pook',qeren hap-pûwk,"Keren-hap-Puk, one of Job's daughters",from H7161 (קֶרֶן) and H6320 (פּוּךְ); horn of cosmetic;,H7163,Keren-happuch.
7164,קָרַס,kaw-ras',qâraç,"to hunch, i.e. be hump-backed","a primitive root; properly, to protrude; used only as denominative from H7165 (קֶרֶס) (for alliteration with H7167 (קָרַע)),",H7164,stoop.
7165,קֶרֶס,keh'-res,qereç,a knob or belaying-pin (from its swelling form),from H7164 (קָרַס);,H7165,tache.
7166,קַרְסֹל,kar-sole',qarçôl,an ankle (as a protuberance or joint),from H7164 (קָרַס);,H7166,foot.
7167,קָרַע,kaw-rah',qâraʻ,"to rend, literally or figuratively (revile, paint the eyes, as if enlarging them)",a primitive root;,H7167,"cut out, rend, [idiom] surely, tear."
7168,קֶרַע,keh'-rah,qeraʻ,a rag,from H7167 (קָרַע);,H7168,"piece, rag."
7169,קָרַץ,kaw-rats',qârats,"to pinch, i.e. (partially) to bite the lips, blink the eyes (as a gesture of malice), or (fully) to squeeze off (a piece of clay in order to mould a vessel from it)",a primitive root;,H7169,"form, move, wink."
7170,קְרַץ,ker-ats',qᵉrats,chew him up (figuratively) by slander,"(Aramaic) corresponding to H7171 (קֶרֶץ) in the sense of a bit (to 'eat the morsels of' any one, i.e.",H7170,[phrase] accuse.
7171,קֶרֶץ,keh'-rets,qerets,extirpation (as if by constriction),from H7169 (קָרַץ);,H7171,destruction.
7172,קַרְקַע,kar-kah',qarqaʻ,"floor (as if a pavement of pieces or tesseroe), of abuilding or the sea",from H7167 (קָרַע);,H7172,"bottom, ([idiom] one side of the) floor."
7173,קַרְקַע,kar-kah',Qarqaʻ,"Karka (with the article prefix), a place in Palestine",the same as H7172 (קַרְקַע); ground-floor;,H7173,Karkaa.
7174,קַרְקֹר,kar-kore',Qarqôr,"Karkor, a place East of the Jordan",from H6979 (קוּר); foundation;,H7174,Karkor.
7175,קֶרֶשׁ,keh'-resh,qeresh,"a slab or plank; by implication, a deck of aship",from an unused root meaning to split off;,H7175,"bench, board."
7176,קֶרֶת,keh'-reth,qereth,a city,from H7136 (קָרָה) in the sense of building;,H7176,city.
7177,קַרְתָּה,kar-taw',Qartâh,"Kartah, a place in Palestine",from H7176 (קֶרֶת); city;,H7177,Kartah.
7178,קַרְתָּן,kar-tawn',Qartân,"Kartan, a place in Palestine",from H7176 (קֶרֶת); city-plot;,H7178,Kartan.
7179,קַשׁ,kash,qash,straw (as dry),from H7197 (קָשַׁשׁ);,H7179,stubble.
7180,קִשֻּׁא,kish-shoo',qishshuʼ,a cucumber (from the difficulty of digestion),from an unused root (meaning to be hard);,H7180,cucumber.
7181,קָשַׁב,kaw-shab',qâshab,"to prick up the ears, i.e. hearken",a primitive root;,H7181,"attend, (cause to) hear(-ken), give heed, incline, mark (well), regard."
7182,קֶשֶׁב,keh'-sheb,qesheb,a hearkening,from H7181 (קָשַׁב);,H7182,"[idiom] diligently, hearing, much heed, that regarded."
7183,קַשָּׁב,kash-shawb',qashshâb,hearkening,or קַשֻּׁב; from H7181 (קָשַׁב);,H7183,attent(-ive).
7184,קָשָׂה,kaw-saw',qâsâh,a jug (from its shape),or קַשְׂוָה; from an unused root meaning to be round;,H7184,"cover, cup."
7185,קָשָׁה,kaw-shaw',qâshâh,"properly, to be dense, i.e. tough or severe (in various applications)",a primitive root;,H7185,"be cruel, be fiercer, make grievous, be ((ask a), be in, have, seem, would) hard(-en, (labour), -ly, thing), be sore, (be, make) stiff(-en, (-necked))."
7186,קָשֶׁה,kaw-sheh',qâsheh,severe (in various applications),from H7185 (קָשָׁה);,H7186,"churlish, cruel, grievous, hard((-hearted), thing), heavy, [phrase] impudent, obstinate, prevailed, rough(-ly), sore, sorrowful, stiff(necked), stubborn, [phrase] in trouble."
7187,קְשׁוֹט,kesh-ote',qᵉshôwṭ,fidelity,"(Aramaic) or קשֹׁט; (Aramaic), corresponding to H7189 (קֹשֶׁט);",H7187,truth.
7188,קָשַׁח,kaw-shakh',qâshach,"to be (causatively, make) unfeeling",a primitive root;,H7188,harden.
7189,קֹשֶׁט,ko'-shet,qôsheṭ,"equity (as evenly weighed), i.e. reality",or קֹשְׁטְ; from an unused root meaning to balance;,H7189,truth.
7190,קְשִׁי,kesh-ee',qᵉshîy,obstinacy,from H7185 (קָשָׁה);,H7190,stubbornness.
7191,קִשְׁיוֹן,kish-yone',Qishyôwn,"Kishjon, a place in Palestine",from H7190 (קְשִׁי); hard ground;,H7191,"Kishion, Keshon."
7192,קְשִׂיטָה,kes-ee-taw',qᵉsîyṭâh,an ingot (as definitely estimated and stamped for a coin),from an unused root (probably meaning to weigh out);,H7192,piece of money (silver).
7193,קַשְׂקֶשֶׂת,kas-keh'-seth,qasqeseth,a scale (of a fish); hence a coat of mail (as composed of or covered with jointed plates of metal),by reduplication from an unused root meaning to shale off as bark;,H7193,"mail, scale."
7194,קָשַׁר,kaw-shar',qâshar,"to tie, physically (gird, confine, compact) or mentally (in love, league)",a primitive root;,H7194,"bind (up), (make a) conspire(-acy, -ator), join together, knit, stronger, work (treason)."
7195,קֶשֶׁר,keh'-sher,qesher,an (unlawful) alliance,from H7194 (קָשַׁר);,H7195,"confederacy, conspiracy, treason."
7196,קִשֻּׁר,kish-shoor',qishshur,an (ornamental) girdle (for women),from H7194 (קָשַׁר);,H7196,"attire, headband."
7197,קָשַׁשׁ,kaw-shash',qâshash,"to forage for straw, stubble or wood; figuratively, to assemble",a primitive root; to become sapless through drought; used only as denominative from H7179 (קַשׁ);,H7197,gather (selves) (together).
7198,קֶשֶׁת,keh'-sheth,qesheth,"a bow, forshooting (hence, figuratively, strength) or the iris",from H7185 (קָשָׁה) in the original sense (of H6983 (קוֹשׁ)) of bending;,H7198,"[idiom] arch(-er), [phrase] arrow, bow(-man, -shot)."
7199,קַשָּׁת,kash-shawth',qashshâth,a bowman,intensive (as denominative) from H7198 (קֶשֶׁת);,H7199,[idiom] archer. r
7200,רָאָה,raw-aw',râʼâh,"to see, literally or figuratively (in numerous applications, direct and implied, transitive, intransitive and causative)",a primitive root;,H7200,"advise self, appear, approve, behold, [idiom] certainly, consider, discern, (make to) enjoy, have experience, gaze, take heed, [idiom] indeed, [idiom] joyfully, lo, look (on, one another, one on another, one upon another, out, up, upon), mark, meet, [idiom] be near, perceive, present, provide, regard, (have) respect, (fore-, cause to, let) see(-r, -m, one another), shew (self), [idiom] sight of others, (e-) spy, stare, [idiom] surely, [idiom] think, view, visions."
7201,רָאָה,raw-aw',râʼâh,"a bird of prey (probably the vulture, from its sharp sight)",from H7200 (רָאָה);,H7201,glede. Compare H1676 (דָּאָה).
7202,רָאֶה,raw-eh',râʼeh,"seeing, i.e. experiencing",from H7200 (רָאָה);,H7202,see.
7203,רֹאֶה,ro-eh',rôʼeh,a seer (as often rendered); but also (abstractly) a vision,active participle of H7200 (רָאָה);,H7203,vision.
7204,רֹאֵה,ro-ay',Rôʼêh,"Roeh, an Israelite",for H7203 (רֹאֶה); prophet;,H7204,Haroeh (including the article).
7205,רְאוּבֵן,reh-oo-bane',Rᵉʼûwbên,"Reuben, a son of Jacob",from the imperative of H7200 (רָאָה) and H1121 (בֵּן); see ye a son;,H7205,Reuben.
7206,רְאוּבֵנִי,reh-oob-ay-nee',Rᵉʼûwbênîy,a Reubenite or descendant of Reuben,patronymic from H7205 (רְאוּבֵן);,H7206,"children of Reuben, Reubenites."
7207,רַאֲוָה,rah-av-aw',raʼăvâh,"sight, i.e. satisfaction",from H7200 (רָאָה);,H7207,behold.
7208,רְאוּמָה,reh-oo-maw',Rᵉʼûwmâh,"Reumah, a Syrian woman",feminine passive participle of H7213 (רָאַם); raised;,H7208,Reumah.
7209,רְאִי,reh-ee',rᵉʼîy,a mirror (as seen),from H7200 (רָאָה);,H7209,looking glass.
7210,רֳאִי,ro-ee',rŏʼîy,"sight, whether abstractly (vision) or concretely (a spectacle)",from H7200 (רָאָה);,H7210,"gazingstock, look to, (that) see(-th)."
7211,רְאָיָה,reh-aw-yaw',Rᵉʼâyâh,"Reajah, the name of three Israelites",from H7200 (רָאָה) and H3050 (יָהּ); Jah has seen;,H7211,"Reaia, Reaiah."
7212,רְאִית,reh-eeth',rᵉʼîyth,sight,from H7200 (רָאָה);,H7212,beholding.
7213,רָאַם,raw-am',râʼam,to rise,a primitive root;,H7213,be lifted up.
7214,רְאֵם,reh-ame',rᵉʼêm,a wild bull (from its conspicuousness),"or רְאֵיםlemma רְאיֵם second vowel, corrected to רְאֵים; or רֵים; or רֵם; from H7213 (רָאַם);",H7214,unicorn.
7215,רָאמָה,raw-maw',râʼmâh,"something high in value, i.e. perhaps coral",from H7213 (רָאַם);,H7215,coral.
7216,רָאמוֹת,raw-moth',Râʼmôwth,"Ramoth, the name of two places in Palestine",or רָאמֹתxlit Râmôth corrected to Râʼmôth; plural of H7215 (רָאמָה); heights;,H7216,Ramoth.
7217,רֵאשׁ,raysh,rêʼsh,"the head; figuratively, the sum",(Aramaic) corresponding to H7218 (רֹאשׁ);,H7217,"chief, head, sum."
7218,רֹאשׁ,roshe,rôʼsh,"the head (as most easily shaken), whether literal or figurative (in many applications, of place, time, rank, itc.)",from an unused root apparently meaning to shake;,H7218,"band, beginning, captain, chapiter, chief(-est place, man, things), company, end, [idiom] every (man), excellent, first, forefront, (be-)head, height, (on) high(-est part, (priest)), [idiom] lead, [idiom] poor, principal, ruler, sum, top."
7219,רֹאשׁ,roshe,rôʼsh,"a poisonous plant, probably the poppy (from its conspicuous head); generally poison (even of serpents)","or רוֹשׁ; (Deuteronomy 32:32), apparently the same as H7218 (רֹאשׁ);",H7219,"gall, hemlock, poison, venom."
7220,רֹאשׁ,roshe,Rôʼsh,"Rosh, the name of an Israelite and of a foreign nation",probably the same as H7218 (רֹאשׁ);,H7220,Rosh.
7221,רִאשָׁה,ree-shaw',riʼshâh,a beginning,from the same as H7218 (רֹאשׁ);,H7221,beginning.
7222,רֹאשָׁה,ro-shaw',rôʼshâh,the head,feminine of H7218 (רֹאשׁ);,H7222,head(-stone).
7223,רִאשׁוֹן,ree-shone',riʼshôwn,"first, in place, time or rank (as adjective or noun)",or רִאשֹׁן; from H7221 (רִאשָׁה);,H7223,"ancestor, (that were) before(-time), beginning, eldest, first, fore(-father) (-most), former (thing), of old time, past."
7224,רִאשֹׁנִי,ree-sho-nee',riʼshônîy,first,from H7223 (רִאשׁוֹן);,H7224,first.
7225,רֵאשִׁית,ray-sheeth',rêʼshîyth,"the first, in place, time, order or rank (specifically, a firstfruit)",from the same as H7218 (רֹאשׁ);,H7225,"beginning, chief(-est), first(-fruits, part, time), principal thing."
7226,רַאֲשֹׁת,rah-ash-oth',raʼăshôth,a pillow (being for the head),from H7218 (רֹאשׁ);,H7226,bolster.
