id,pronunciation,lemma,transliteration,definition,strongsNumber,englishWord
5195,hoo-brid'-zo,ὑβρίζω,hybrízō,"[ὑβρίζω] from {{g5196}}; to exercise violence, i.e. abuse",g5195,"entreat spitefully 2, reproach 1, use despitefully 1, shamefully entreat 1"
5196,hoo'-bris,ὕβρις,hýbris,"[ὕβρις] from {{g5228}}; insolence (as over-bearing), i.e. insult, injury",g5196,"hurt 1, harm 1, reproach 1"
5197,hoo-bris-tace',ὑβριστής,hybristḗs,"[ὑβριστής] from {{g5195}}; an insulter, i.e. maltreater",g5197,"despiteful 1, injurious 1"
5198,hoog-ee-ah'-ee-no,ὑγιαίνω,hygiaínō,"[ὑγιαίνω] from {{g5199}}; to have sound health, i.e. be well (in body); figuratively, to be uncorrupt (true in doctrine)",g5198,"sound 6, be sound 1, be whole 1, whole 1, wholesome 1, be in health 1, safe and sound 1"
5199,hoog-ee-ace',ὑγιής,hygiḗs,"[ὑγιής] from the base of {{g837}}; healthy, i.e. well (in body); figuratively, true (in doctrine)",g5199,"whole 13, sound 1"
5200,hoo-gros',ὑγρός,hygrós,"[ὑγρός] from the base of {{g5205}}; wet (as if with rain), i.e. (by implication) sappy (fresh)",g5200,green 1
5201,hoo-dree-ah',ὑδρία,hydría,"[ὑδρία] from {{g5204}}; a water-jar, i.e. receptacle for family supply",g5201,waterpot 3
5202,hoo-drop-ot-eh'-o,ὑδροποτέω,hydropotéō,"[ὑδροποτέω] from a compound of {{g5204}} and a derivative of {{g4095}}; to be a water-drinker, i.e. to abstain from vinous beverages",g5202,drink water 1
5203,hoo-dro-pik-os',ὑδρωπικός,hydrōpikós,"""[ὑδρωπικός] from a compound of {{g5204}} and a derivative of {{g3700}} (as if looking watery); to be ""dropsical"""",g5203,""have the dropsy 1",NULL,
5204,hoo'-dore,ὕδωρ,hýdōr,"[ὕδωρ] ,   and genitive case,      ὕδατος, etc. from the base of {{g5205}}; water (as if rainy) literally or figuratively",g5204,water 79
5205,hoo-et-os',ὑετός,hyetós,"[ὑετός] from a primary ὕω (to rain); rain, especially a shower",g5205,rain 6
5206,hwee-oth-es-ee'-ah,υἱοθεσία,huiothesía,"[υἱοθεσία] from a presumed compound of {{g5207}} and a derivative of {{g5087}}; the placing as a son, i.e. adoption (figuratively, Christian sonship in respect to God)",g5206,"adoption 3, adoption of children 1, adoption of sons 1"
5207,hwee-os',υἱός,huiós,"""[υἱός] apparently a primary word; a ""son"" (sometimes of animals), used very widely of immediate, remote or figuratively, kinship"",g5207,""son(s) 85, Son of Man + \\444\\ 87 (TDNT - 8:400, 1210), Son of God + \\2316\\ 49, child(ren) 49, Son 42, his Son + \\848\\ 21, Son of David + \\1138\\ 15 (TDNT - 8:478, 1210), my beloved Son + \\27\\ + \\3350\\ 7, thy Son + \\4575\\ 5, only begotten Son + \\3339\\ 3, his (David's) son + \\846\\ 3, firstborn son + \\4316\\ 2, misc 14",NULL,
5208,hoo-lay',ὕλη,hýlē,"[ὕλη] perhaps akin to {{g3586}}; a forest, i.e. (by implication) fuel",g5208,matter 1
5209,hoo-mas',ὑμᾶς,hymâs,[ὑμᾶς] accusative case of {{g5210}}; you (as the objective of a verb or preposition),g5209,"you 376, ye 42, for your sakes + \\1223\\ 9, not tr 1, misc 9"
5210,hoo-mice',ὑμεῖς,hymeîs,[ὑμεῖς] irregular plural of {{g4771}}; you (as subjective of verb),g5210,"ye 235, ye yourselves 1, you 1, not tr 5"
5211,hoo-men-ah'-yos,Ὑμεναῖος,Hymenaîos,"""[Ὑμεναῖος] from Ὑμήν (the god of weddings); ""hymenæal""; Hymenæus, an opponent of Christianity"",g5211,""Hymenaeus 2",NULL,
5212,hoo-met'-er-os,ὑμέτερος,hyméteros,"[ὑμέτερος] from {{g5210}}; yours, i.e. pertaining to you",g5212,"your 7, yours 2, your own 1"
5213,hoo-min',ὑμῖν,hymîn,[ὑμῖν] irregular dative case of {{g5210}}; to (with or by) you,g5213,"you 598, ye 13, your 6, not tr 2, misc 3"
5214,hoom-neh'-o,ὑμνέω,hymnéō,"[ὑμνέω] from {{g5215}}; to hymn, i.e. sing a religious ode; by implication, to celebrate (God) in song",g5214,"sing an hymn 2, sing praise 2"
5215,hoom'-nos,ὕμνος,hýmnos,"""[ὕμνος] apparently from a simpler (obsolete) form of ὑδέω (to celebrate; probably akin to {{g103}}; compare {{h5667}}); a ""hymn"" or religious ode (one of the Psalms)"",g5215,""hymn 2",NULL,
5216,hoo-mone',ὑμῶν,hymōn,[ὑμῶν] genitive case of {{g5210}}; of (from or concerning) you,g5216,"your 359, you 203, ye 9, yours 5, not tr. 1, misc 6"
5217,hoop-ag'-o,ὑπάγω,hypágō,"[ὑπάγω] from {{g5259}} and {{g71}}; to lead (oneself) under, i.e. withdraw or retire (as if sinking out of sight), literally or figuratively",g5217,"go 55, go (one's) way 17, go away 3, get thee 3, depart 2, get thee hence 1"
5218,hoop-ak-o-ay',ὑπακοή,hypakoḗ,"[ὑπακοή] from {{g5219}}; attentive hearkening, i.e. (by implication) compliance or submission",g5218,"obedience 11, obedient 1, to make obedient + \\1519\\ 1, to obey + \\1519\\ 1, obeying 1"
5219,hoop-ak-oo'-o,ὑπακούω,hypakoúō,"[ὑπακούω] from {{g5259}} and {{g191}}; to hear under (as a subordinate), i.e. to listen attentively; by implication, to heed or conform to a command or authority",g5219,"obey 18, be obedient to 2, hearken 1"
5220,hoop'-an-dros,ὕπανδρος,hýpandros,"[ὕπανδρος] from {{g5259}} and {{g435}}; in subjection under a man, i.e. a married woman",g5220,which hath an husband 1
5221,hoop-an-tah'-o,ὑπαντάω,hypantáō,"[ὑπαντάω] from {{g5259}} and a derivative of {{g473}}; to go opposite (meet) under (quietly), i.e. to encounter, fall in with",g5221,"meet 4, go and meet 1"
5222,hoop-an'-tay-sis,ὑπάντησις,hypántēsis,"[ὑπάντησις] from {{g5221}}; an encounter or concurrence (with {{g1519}} for infinitive, in order to fall in with)",g5222,to meet + \\1519\\ 1
5223,hoop'-arx-is,ὕπαρξις,hýparxis,"[ὕπαρξις] from {{g5225}}; existency or proprietorship, i.e. (concretely) property, wealth",g5223,"goods 1, substance 1"
5224,hoop-ar'-khon-tah,ὑπάρχοντα,hypárchonta,"[ὑπάρχοντα] neuter plural of present participle active of {{g5225}} as noun; things extant or in hand, i.e. property or possessions",g5224,"goods 7, that (one) has 4, things which (one) possesses 2, substance 1"
5225,hoop-ar'-kho,ὑπάρχω,hypárchō,"[ὑπάρχω] from {{g5259}} and {{g756}}; to begin under (quietly), i.e. come into existence (be present or at hand); expletively, to exist (as copula or subordinate to an adjective, participle, adverb or preposition, or as an auxiliary to a principal (verb)",g5225,"be 42, have 2, live 1, after 1, not tr 2"
5226,hoop-i'-ko,ὑπείκω,hypeíkō,"""[ὑπείκω] from {{g5259}} and εἴκω (to yield, be ""weak""); to surrender"",g5226,""submit (one's) self 1",NULL,
5227,hoop-en-an-tee'-os,ὑπεναντίος,hypenantíos,"[ὑπεναντίος] from {{g5259}} and {{g1727}}; under (covertly) contrary to, i.e. opposed or (as noun) an opponent",g5227,"contrary 1, adversary 1"
5228,hoop-er',ὑπέρ,hypér,"""[ὑπέρ] a primary preposition; ""over"", i.e. (with the genitive case) of place, above, beyond, across, or causal, for the sake of, instead, regarding; with the accusative case superior to, more than In the comparative, it retains many of the above applications."",g5228,""for 104, of 12, above 12, for (one's) sake 8, on (one's) behalf 3, more than 3, in (one's) stead 2, than 2, very chiefest + \\3029\\ 2, beyond 1, to 1, over 1, more 1, exceedingly abundantly + \\1537\\ + \\4053\\ 1, exceedingly + \\1537\\ + \\4053\\ 1, very highly + \\1537\\ + \\4053\\ 1, misc 5",NULL,
5229,hoop-er-ah'-ee-rom-ahee,ὑπεραίρομαι,hyperaíromai,"[ὑπεραίρομαι] middle voice from {{g5228}} and {{g142}}; to raise oneself over, i.e. (figuratively) to become haughty",g5229,"be exalted above measure 2, exalt (one's) self 1"
5230,hoop-er'-ak-mos,ὑπέρακμος,hypérakmos,"""[ὑπέρακμος] from {{g5228}} and the base of {{g188}}; beyond the ""acme"", i.e. figuratively (of a daughter) past the bloom (prime) of youth"",g5230,""pass the flower of (one's) age + \\5600\\ 1",NULL,
5231,hoop-er-an'-o,ὑπεράνω,hyperánō,"[ὑπεράνω] from {{g5228}} and {{g507}}; above upward, i.e. greatly higher (in place or rank)",g5231,"far above 2, over 1"
5232,hoop-er-owx-an'-o,ὑπεραυξάνω,hyperauxánō,[ὑπεραυξάνω] from {{g5228}} and {{g837}}; to increase above ordinary degree,g5232,grow exceedingly 1
5233,hoop-er-bah'-ee-no,ὑπερβαίνω,hyperbaínō,"[ὑπερβαίνω] from {{g5228}} and the base of {{g939}}; to transcend, i.e. (figuratively) to overreach",g5233,go beyond 1
5234,hoop-er-bal-lon'-toce,ὑπερβαλλόντως,hyperballóntōs,[ὑπερβαλλόντως] adverb from present participle active of {{g5235}}; excessively,g5234,above measure 1
5235,hoop-er-bal'-lo,ὑπερβάλλω,hyperbállō,"[ὑπερβάλλω] from {{g5228}} and {{g906}}; to throw beyod the usual mark, i.e. (figuratively) to surpass (only active participle supereminent)",g5235,"exceed 3, excel 1, pass 1"
5236,hoop-er-bol-ay',ὑπερβολή,hyperbolḗ,"[ὑπερβολή] from {{g5235}}; a throwing beyond others, i.e. (figuratively) supereminence; adverbially (with {{g1519}} or {{g2596}}) pre- eminently",g5236,"far more + \\2596\\ 1, exceeding + \\2596\\ 1, more excellent + \\2596\\ 1, out of measure + \\2596\\ 1, beyond measure + \\2596\\ 1, excellency 1, abundance 1, exceeding + \\1519\\ 1"
5237,hoop-er-i'-do,ὑπερείδω,hypereídō,"[ὑπερείδω] from {{g5228}} and {{g1492}}; to overlook, i.e. not punish",g5237,wink at 1
5238,hoop-er-ek'-i-nah,ὑπερέκεινα,hyperékeina,"[ὑπερέκεινα] from {{g5228}} and the neuter plural of {{g1565}}; above those parts, i.e. still farther",g5238,beyond 1
5239,hoop-er-ek-ti'-no,ὑπερεκτείνω,hyperekteínō,[ὑπερεκτείνω] from {{g5228}} and {{g1614}}; to extend inordinately,g5239,stretch beyond 1
5240,hoop-er-ek-khoo'-no,ὑπερεκχύνω,hyperekchýnō,"[ὑπερεκχύνω] from {{g5228}} and the alternate form of {{g1632}}; to pour out over, i.e. (passively) to overflow",g5240,run over 1
5241,hoop-er-en-toong-khan'-o,ὑπερεντυγχάνω,hyperentynchánō,[ὑπερεντυγχάνω] from {{g5228}} and {{g1793}}; to intercede in behalf of,g5241,make intercession for 1
5242,hoop-er-ekh'-o,ὑπερέχω,hyperéchō,"[ὑπερέχω] from {{g5228}} and {{g2192}}; to hold oneself above, i.e. (figuratively) to excel; participle (as adjective, or neuter as noun) superior, superiority",g5242,"higher 1, better 1, excellency 1, pass 1, supreme 1"
5243,hoop-er-ay-fan-ee'-ah,ὑπερηφανία,hyperēphanía,[ὑπερηφανία] from {{g5244}}; haughtiness,g5243,pride 1
5244,hoop-er-ay'-fan-os,ὑπερήφανος,hyperḗphanos,"[ὑπερήφανος] from {{g5228}} and {{g5316}}; appearing above others (conspicuous), i.e. (figuratively) haughty",g5244,proud 5
5245,hoop-er-nik-ah'-o,ὑπερνικάω,hypernikáō,"[ὑπερνικάω] from {{g5228}} and {{g3528}}; to vanquish beyond, i.e. gain a decisive victory",g5245,be more than conqueror 1
5246,hoop-er'-ong-kos,ὑπέρογκος,hypéronkos,"[ὑπέρογκος] from {{g5228}} and {{g3591}}; bulging over, i.e. (figuratively) insolent",g5246,great swelling 2
5247,hoop-er-okh-ay',ὑπεροχή,hyperochḗ,"[ὑπεροχή] from {{g5242}}; prominence, i.e. (figuratively) superiority (in rank or character)",g5247,"excellency 1, authority 1"
5248,hoop-er-per-is-syoo'-o,ὑπερπερισσεύω,hyperperisseúō,[ὑπερπερισσεύω] from {{g5228}} and {{g4052}}; to super-abound,g5248,"much more abound 1, exceeding 1"
5249,hoop-er-per-is-soce',ὑπερπερισσῶς,hyperperissōs,"[ὑπερπερισσῶς] from {{g5228}} and {{g4057}}; superabundantly, i.e. exceedingly",g5249,beyond measure 1
5250,hoop-er-pleh-on-ad'-zo,ὑπερπλεονάζω,hyperpleonázō,[ὑπερπλεονάζω] from {{g5228}} and {{g4121}}; to superabound,g5250,to be exceeding abundant 1
5251,hoop-er-oop-so'-o,ὑπερυψόω,hyperypsóō,"[ὑπερυψόω] from {{g5228}} and {{g5312}}; to elevate above others, i.e. raise to the highest position",g5251,highly exalt 1
5252,hoop-er-fron-eh'-o,ὑπερφρονέω,hyperphronéō,"[ὑπερφρονέω] from {{g5228}} and {{g5426}}; to esteem oneself overmuch, i.e. be vain or arrogant",g5252,think more highly 1
5253,hoop-er-o'-on,ὑπερῷον,hyperōion,"[ὑπερῷον] neuter of a derivative of {{g5228}}; a higher part of the house, i.e. apartment in the third story",g5253,"upper chamber 3, upper room 1"
5254,hoop-ekh'-o,ὑπέχω,hypéchō,"[ὑπέχω] from {{g5259}} and {{g2192}}; to hold oneself under, i.e. endure with patience",g5254,suffer 1
5255,hoop-ay'-ko-os,ὑπήκοος,hypḗkoos,"[ὑπήκοος] from {{g5219}}; attentively listening, i.e. (by implication) submissive",g5255,"obedient 2, obey + \\1096\\ 1"
5256,hoop-ay-ret-eh'-o,ὑπηρετέω,hypēretéō,"[ὑπηρετέω] from {{g5257}}; to be a subordinate, i.e. (by implication) subserve",g5256,"serve 1, minister unto 1, minister 1"
5257,hoop-ay-ret'-ace,ὑπηρέτης,hypērétēs,"[ὑπηρέτης] from {{g5259}} and a derivative of ἐρέσσω (to row); an under-oarsman, i.e. (generally) subordinate (assistant, sexton, constable)",g5257,"officer 11, minister 5, servant 4"
5258,hoop'-nos,ὕπνος,hýpnos,"[ὕπνος] from an obsolete primary (perhaps akin to {{g5259}} through the idea of subsilience); sleep, i.e. (figuratively) spiritual torpor",g5258,sleep 6
5259,hoop-o',ὑπό,hypó,"[ὑπό] a primary preposition; under, i.e. (with the genitive case) of place (beneath), or with verbs (the agency or means, through); (with the accusative case) of place (whither (underneath) or where (below) or time (when (at)) In the comparative, it retains the same general applications, especially of inferior position or condition, and specially, covertly or moderately.",g5259,"of 116, by 42, under 48, with 14, in 1, not tr 6, misc 3"
5260,hoop-ob-al'-lo,ὑποβάλλω,hypobállō,"[ὑποβάλλω] from {{g5259}} and {{g906}}; to throw in stealthily, i.e. introduce by collusion",g5260,suborn 1
5261,hoop-og-ram-mos',ὑπογραμμός,hypogrammós,"[ὑπογραμμός] from a compound of {{g5259}} and {{g1125}}; an underwriting, i.e. copy for imitation (figuratively)",g5261,example 1
5262,hoop-od'-igue-mah,ὑπόδειγμα,hypódeigma,"[ὑπόδειγμα] from {{g5263}}; an exhibit for imitation or warning (figuratively, specimen, adumbration)",g5262,"example 4, pattern 1, ensample 1"
5263,hoop-od-ike'-noo-mee,ὑποδείκνυμι,hypodeíknymi,"[ὑποδείκνυμι] from {{g5259}} and {{g1166}}; to exhibit under the eyes, i.e. (figuratively) to exemplify (instruct, admonish)",g5263,"show 3, warn 2, forewarn 1"
5264,hoop-od-ekh'-om-ahee,ὑποδέχομαι,hypodéchomai,"[ὑποδέχομαι] from {{g5259}} and {{g1209}}; to admit under one's roof, i.e. entertain hospitably",g5264,receive 4
5265,hoop-od-eh'-o,ὑποδέω,hypodéō,"[ὑποδέω] from {{g5259}} and {{g1210}}; to bind under one's feet, i.e. put on shoes or sandals",g5265,"bind on 1, shod 1, be shod with 1"
5266,hoop-od'-ay-mah,ὑπόδημα,hypódēma,"[ὑπόδημα] from {{g5265}}; something bound under the feet, i.e. a shoe or sandal",g5266,shoe 10
5267,hoop-od'-ee-kos,ὑπόδικος,hypódikos,"[ὑπόδικος] from {{g5259}} and {{g1349}}; under sentence, i.e. (by implication) condemned",g5267,guilty 1
5268,hoop-od-zoog'-ee-on,ὑποζύγιον,hypozýgion,"[ὑποζύγιον] neuter of a compound of {{g5259}} and {{g2218}}; an animal under the yoke (draught-beast), i.e. (specially), a donkey",g5268,ass 2
